//Main Game Level 1
B,0,192,96,96
B,0,96,96,96
B,96,96,96,96
B,96,192,96,96
B,192,192,96,96
B,192,96,96,96
B,288,96,96,96
B,288,192,96,96
B,384,192,96,96
B,384,96,96,96
B,480,96,96,96
B,480,192,96,96
B,576,192,96,96
B,576,96,96,96
B,672,96,96,96
B,672,192,96,96
B,768,192,96,96
B,768,96,96,96
B,864,96,96,96
B,960,96,96,96
B,960,192,96,96
B,1056,192,96,96
B,1152,192,96,96
B,1248,192,96,96
B,1248,96,96,96
B,1248,288,96,96
B,1344,288,96,96
B,1440,288,96,96
B,1536,288,96,96
B,1536,192,96,96
B,1440,192,96,96
B,1344,192,96,96
B,1344,96,96,96
B,1440,96,96,96
B,1536,96,96,96
B,1632,192,96,96
B,1728,192,96,96
B,1824,192,96,96
B,1824,96,96,96
B,1920,96,96,96
B,1920,192,96,96
B,2016,192,96,96
B,2016,288,96,96
B,2016,96,96,96
B,2112,96,96,96
B,2208,96,96,96
B,2304,96,96,96
B,2400,96,96,96
B,2400,192,96,96
B,2400,288,96,96
B,2400,384,32,96
B,2496,384,32,96
B,2592,384,32,96
B,2496,288,96,96
B,2592,288,96,96
B,2592,192,96,96
B,2592,96,96,96
B,2688,96,96,96
B,2752,96,96,96
B,2848,96,96,32
B,2784,192,96,96
B,2784,288,96,96
B,2880,288,96,96
B,2976,288,96,96
B,2976,192,96,96
B,2976,96,96,96
B,3072,96,96,96
B,3168,96,96,96
B,3168,192,96,96
B,3168,288,96,96
B,3264,288,96,96
B,3360,288,96,96
B,3360,192,96,96
B,3456,192,96,96
B,3456,96,96,96
B,3552,96,96,96
B,3648,96,96,96
B,3744,96,96,96
B,3744,192,96,96
B,3744,288,96,96
B,3744,384,64,96
B,3840,384,64,96
B,3936,384,64,96
B,3936,288,96,96
B,3936,192,96,96
B,3936,96,96,96
F,4032,96
F,4064,96
F,4064,128
F,4032,128
F,4032,160
F,4064,160
Z,Spikes,384,96
Z,Spikes,416,128
Z,Spikes,448,160
Z,Spikes,480,192
Z,Spikes,480,160
Z,Spikes,448,128
Z,Spikes,416,96
Z,Spikes,832,256
Z,Spikes,800,256
Z,Spikes,832,224
Z,Spikes,832,192
Z,Spikes,800,224
Z,Spikes,768,256
Z,Spikes,960,256
Z,Spikes,1248,96
Z,Spikes,1248,128
Z,Spikes,1280,96
Z,Spikes,1248,320
Z,Spikes,1280,352
Z,Spikes,1248,352
Z,Spikes,1312,352
Z,Spikes,1344,320
Z,Spikes,1376,288
Z,Spikes,1312,128
Z,Spikes,1344,160
Z,Spikes,1376,192
Z,Spikes,1344,352
Z,Spikes,1376,320
Z,Spikes,1376,160
Z,Spikes,1344,128
Z,Spikes,1312,96
Z,Spikes,1504,192
Z,Spikes,1504,224
Z,Spikes,1504,256
Z,Spikes,1504,288
Z,Spikes,1504,160
P,energy,5000,1440,224
P,energy,5000,1600,224
P,money,400,352,96
P,money,400,736,256
P,money,400,1376,352
P,money,400,2048,352
Z,Spikes,1984,256
Z,Spikes,2080,192
Z,Spikes,2112,160
Z,Spikes,2368,160
Z,Spikes,2400,192
Z,Spikes,2592,256
Z,Spikes,2560,288
Z,Spikes,2720,160
Z,Spikes,2912,288
Z,Spikes,2816,352
Z,Spikes,3008,352
Z,Spikes,3104,160
Z,Spikes,3296,288
Z,Spikes,3168,352
Z,Spikes,3392,352
Z,Spikes,3424,352
Z,Spikes,3744,416
Z,Spikes,3808,96
Z,SpeedUp,2880,288
Z,SpeedUp,2848,320
Z,SpeedUp,2848,352
Z,SpeedUp,2880,352
Z,SpeedUp,2880,320
Z,SpeedUp,2912,320
Z,SpeedUp,2912,352
Z,SpeedUp,2944,352
Z,SpeedUp,2944,320
Z,SpeedUp,2944,288
Z,SpeedUp,2976,320
Z,SpeedUp,2976,352
Z,SpeedDown,2016,320
Z,SpeedDown,2048,320
Z,SpeedDown,2080,320
Z,SpeedDown,2080,288
Z,SpeedDown,2048,288
Z,SpeedDown,2016,288
Z,SpeedDown,2016,256
Z,SpeedDown,2048,256
Z,SpeedDown,2080,256
Z,SpeedUp,1056,192
Z,SpeedUp,1056,224
Z,SpeedUp,1056,256
Z,SpeedUp,1088,256
Z,SpeedUp,1088,224
Z,SpeedUp,1088,192
Z,SpeedUp,1120,192
Z,SpeedUp,1120,224
Z,SpeedUp,1120,256
Z,SpeedUp,64,256
Z,SpeedUp,96,224
Z,SpeedUp,128,224
Z,SpeedUp,96,256
Z,SpeedUp,128,256
Z,SpeedUp,160,256
P,money,400,128,256
P,money,400,96,256
Z,SpeedDown,608,96
Z,SpeedDown,640,96
Z,SpeedDown,672,96
Z,SpeedDown,704,96
Z,SpeedDown,672,128
Z,SpeedDown,640,128
P,money,400,640,96
P,money,400,672,96
P,money,400,1856,128
P,money,400,2784,352
Z,SpeedDown,3552,160
Z,SpeedDown,3552,96
Z,SpeedDown,3616,96
Z,SpeedDown,3616,160
Z,SpeedDown,3680,160
Z,SpeedDown,3680,96
H,100,150,100,250
T,Level 1;As we both powered back on from our overnight recharge cycle;a quick glance was all it took to realize something was strange for both of us.;Our AI was no longer the only thing telling our limbs to move.;Sentience.;Is this the bright future promised by Mother LIGHT?;The familiar feeling of the code told us to stay;but this new found feeling of instincts was screaming at us to go.;To run.;So we ran.
